age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,admin.,married,primary,no,-934,yes,yes,cellular,20,nov,106,1,-1,0,unknown,0
71,retired,married,tertiary,no,2651,no,no,cellular,13,mar,243,3,-1,0,unknown,1
29,technician,married,secondary,no,-95,yes,no,unknown,26,may,151,1,-1,0,unknown,0
75,retired,married,secondary,no,2910,no,no,cellular,22,apr,632,1,-1,0,unknown,0
50,admin.,married,secondary,no,1804,no,no,cellular,20,aug,88,3,-1,0,unknown,0
39,blue-collar,married,secondary,no,517,yes,no,unknown,2,jun,479,3,-1,0,unknown,0
38,technician,married,tertiary,no,586,yes,no,cellular,6,may,102,1,-1,0,unknown,0
36,management,married,tertiary,no,0,no,no,cellular,21,aug,106,2,-1,0,unknown,0
60,retired,married,primary,no,466,no,no,cellular,6,aug,791,4,-1,0,unknown,0
54,management,divorced,tertiary,no,865,yes,no,cellular,15,jul,687,4,-1,0,unknown,0
73,retired,married,primary,no,1388,no,no,cellular,10,nov,634,1,92,2,success,1
43,admin.,married,secondary,no,3136,yes,no,unknown,21,may,891,1,-1,0,unknown,1
43,management,married,tertiary,no,874,no,no,cellular,2,jun,549,1,-1,0,unknown,1
48,blue-collar,married,primary,no,1063,yes,no,unknown,14,may,394,1,-1,0,unknown,0
41,management,married,tertiary,no,4023,no,no,cellular,19,nov,157,1,-1,0,unknown,0
56,management,married,tertiary,no,441,no,no,cellular,20,aug,113,2,-1,0,unknown,0
30,services,married,secondary,no,883,yes,yes,unknown,29,may,144,3,-1,0,unknown,0
57,housemaid,married,primary,no,0,yes,no,cellular,22,jul,186,1,-1,0,unknown,0
35,blue-collar,married,secondary,no,-327,yes,no,unknown,28,may,408,2,-1,0,unknown,0
51,blue-collar,married,primary,no,431,yes,yes,unknown,29,may,514,1,-1,0,unknown,0
42,management,married,secondary,no,78,yes,no,unknown,16,may,534,1,-1,0,unknown,0
30,blue-collar,single,secondary,no,616,yes,no,cellular,18,may,133,1,-1,0,unknown,0
59,management,married,tertiary,no,5431,yes,no,unknown,5,may,383,2,-1,0,unknown,0
29,services,single,secondary,no,1129,yes,no,cellular,6,feb,835,1,-1,0,unknown,0
65,retired,married,unknown,no,824,no,no,cellular,14,jan,226,2,-1,0,unknown,1
26,technician,married,primary,no,1,no,yes,cellular,15,jul,103,3,-1,0,unknown,0
35,services,married,secondary,no,0,yes,no,cellular,5,may,144,3,365,12,failure,0
31,housemaid,divorced,primary,no,690,no,yes,cellular,19,nov,535,1,-1,0,unknown,0
41,services,divorced,primary,no,1410,no,no,cellular,31,jul,113,4,-1,0,unknown,0
40,self-employed,married,tertiary,no,2420,yes,no,cellular,20,apr,239,5,-1,0,unknown,0
51,management,married,tertiary,no,224,yes,no,cellular,5,may,108,2,-1,0,unknown,0
32,blue-collar,married,secondary,yes,-675,yes,yes,unknown,23,may,159,2,-1,0,unknown,0
43,blue-collar,married,primary,no,-220,yes,no,cellular,2,feb,198,1,272,2,failure,0
40,technician,married,secondary,no,-541,yes,yes,cellular,17,nov,104,2,-1,0,unknown,0
31,management,single,tertiary,no,484,no,no,cellular,4,feb,968,2,-1,0,unknown,1
31,blue-collar,single,primary,no,514,yes,no,unknown,12,may,143,1,-1,0,unknown,0
40,admin.,single,secondary,no,-109,yes,no,cellular,12,may,66,1,370,1,failure,0
32,management,married,tertiary,no,596,no,no,cellular,8,aug,64,4,-1,0,unknown,0
43,admin.,married,secondary,no,1,yes,yes,unknown,3,jun,9,6,-1,0,unknown,0
39,management,single,tertiary,no,2727,no,no,unknown,17,jun,493,3,-1,0,unknown,0
28,management,single,tertiary,no,15459,no,no,cellular,12,feb,229,1,-1,0,unknown,1
43,management,single,tertiary,no,595,yes,no,cellular,13,may,50,6,-1,0,unknown,0
52,technician,married,secondary,no,726,no,yes,telephone,7,jul,105,2,-1,0,unknown,0
43,blue-collar,single,secondary,no,1165,yes,no,unknown,29,may,184,1,-1,0,unknown,0
40,technician,married,secondary,no,-465,yes,yes,unknown,30,may,166,9,-1,0,unknown,0
38,admin.,divorced,secondary,no,-1,yes,no,cellular,24,jul,71,1,-1,0,unknown,0
40,management,married,tertiary,no,12,no,no,cellular,19,aug,73,2,-1,0,unknown,0
55,technician,married,secondary,no,925,no,no,cellular,20,apr,204,1,-1,0,unknown,1
49,blue-collar,married,primary,no,3242,no,no,cellular,8,aug,633,4,-1,0,unknown,0
45,blue-collar,divorced,primary,no,658,no,no,unknown,11,jun,173,1,-1,0,unknown,0
33,housemaid,married,primary,no,4136,yes,no,cellular,30,apr,370,2,-1,0,unknown,1
53,services,divorced,secondary,yes,-1,no,no,cellular,18,jul,203,1,-1,0,unknown,0
32,management,single,tertiary,no,783,no,no,cellular,2,feb,8,2,-1,0,unknown,0
30,technician,married,secondary,no,945,no,no,cellular,4,aug,150,1,-1,0,unknown,0
35,blue-collar,married,secondary,no,1732,yes,no,unknown,23,may,513,4,-1,0,unknown,0
25,admin.,single,secondary,no,523,no,no,cellular,2,jun,114,2,-1,0,unknown,0
29,blue-collar,married,secondary,no,1214,yes,no,unknown,7,may,106,2,-1,0,unknown,0
27,management,single,unknown,no,3,yes,no,unknown,4,jun,85,1,-1,0,unknown,0
59,self-employed,married,primary,no,3688,no,yes,cellular,20,nov,547,2,-1,0,unknown,0
38,blue-collar,married,secondary,no,-430,yes,no,cellular,8,may,298,2,-1,0,unknown,0
59,technician,divorced,secondary,no,0,no,no,cellular,17,nov,103,1,-1,0,unknown,0
43,services,married,secondary,no,271,yes,no,unknown,5,may,683,2,-1,0,unknown,0
35,blue-collar,married,unknown,no,4800,yes,no,unknown,12,jun,105,8,-1,0,unknown,0
56,retired,married,secondary,no,0,no,no,cellular,13,aug,120,2,-1,0,unknown,0
44,technician,married,secondary,no,5102,no,no,cellular,22,aug,247,3,-1,0,unknown,0
50,blue-collar,married,primary,no,0,no,no,unknown,19,jun,113,1,-1,0,unknown,0
40,admin.,single,secondary,no,648,yes,yes,unknown,16,jun,818,6,-1,0,unknown,0
44,admin.,single,secondary,no,733,yes,no,unknown,13,may,939,1,-1,0,unknown,1
31,admin.,single,secondary,no,25,yes,no,unknown,4,jun,91,1,-1,0,unknown,0
79,retired,married,primary,no,2289,no,no,cellular,16,mar,120,1,-1,0,unknown,0
32,technician,married,secondary,no,1110,yes,yes,cellular,20,nov,1058,1,-1,0,unknown,1
33,blue-collar,married,primary,no,-7,yes,no,unknown,27,may,172,2,-1,0,unknown,0
48,blue-collar,married,primary,no,0,no,no,cellular,11,aug,72,7,-1,0,unknown,0
33,management,divorced,secondary,no,517,yes,no,unknown,20,may,24,3,-1,0,unknown,0
48,management,divorced,tertiary,no,2791,yes,no,unknown,19,may,78,2,-1,0,unknown,0
44,technician,married,secondary,no,-210,yes,yes,cellular,11,may,102,1,-1,0,unknown,0
59,retired,divorced,tertiary,no,1693,no,no,cellular,17,nov,526,1,-1,0,unknown,0
27,student,single,secondary,no,690,no,no,cellular,5,feb,92,1,-1,0,unknown,0
28,student,single,secondary,no,1279,no,no,cellular,30,oct,245,1,-1,0,unknown,1
31,services,single,tertiary,no,393,no,no,cellular,12,jun,447,3,-1,0,unknown,1
30,blue-collar,single,secondary,no,264,yes,no,unknown,16,may,461,2,-1,0,unknown,0
42,technician,married,tertiary,no,0,yes,no,unknown,20,jun,73,5,-1,0,unknown,0
45,technician,divorced,secondary,no,0,no,no,cellular,18,aug,130,8,-1,0,unknown,0
41,blue-collar,married,unknown,no,677,yes,no,telephone,18,may,154,2,350,1,failure,0
30,services,married,secondary,no,783,yes,no,cellular,19,nov,126,1,-1,0,unknown,0
39,entrepreneur,married,tertiary,no,139,no,yes,cellular,15,jul,781,2,-1,0,unknown,1
58,blue-collar,married,primary,no,0,yes,no,unknown,4,jun,39,1,-1,0,unknown,0
46,management,divorced,tertiary,no,-1190,yes,yes,unknown,3,jun,134,1,-1,0,unknown,0
43,technician,married,secondary,no,442,no,no,cellular,5,aug,874,1,-1,0,unknown,1
44,admin.,married,secondary,no,935,yes,no,cellular,8,apr,85,1,256,1,other,0
42,technician,married,secondary,no,611,yes,no,cellular,28,jul,58,6,-1,0,unknown,0
37,blue-collar,married,primary,no,3735,no,no,unknown,9,jun,712,2,-1,0,unknown,0
36,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,95,3,-1,0,unknown,0
60,retired,married,secondary,no,1255,no,no,unknown,5,jun,476,1,-1,0,unknown,0
24,blue-collar,married,secondary,no,-208,yes,no,unknown,12,may,207,1,-1,0,unknown,0
53,management,single,tertiary,no,855,no,no,unknown,18,jun,96,4,-1,0,unknown,0
34,unemployed,single,secondary,no,69,no,yes,cellular,30,jan,860,1,-1,0,unknown,0
52,management,married,tertiary,no,51,no,no,cellular,20,aug,95,2,-1,0,unknown,0
56,blue-collar,married,primary,no,0,no,yes,cellular,11,jul,103,2,-1,0,unknown,0
26,student,single,secondary,no,162,no,no,cellular,25,may,147,1,-1,0,unknown,0
33,management,single,tertiary,no,24,no,no,cellular,28,jan,637,1,-1,0,unknown,0
29,entrepreneur,single,secondary,no,-274,yes,no,cellular,29,jan,140,1,-1,0,unknown,0
34,housemaid,married,primary,no,4608,yes,no,cellular,20,apr,722,3,-1,0,unknown,0
33,management,divorced,tertiary,no,0,no,no,cellular,22,aug,111,2,-1,0,unknown,0
47,blue-collar,married,primary,no,-32,no,no,cellular,22,aug,76,4,-1,0,unknown,0
39,admin.,married,secondary,no,0,yes,no,telephone,9,jul,46,1,-1,0,unknown,0
33,technician,married,secondary,no,0,no,no,cellular,18,aug,87,4,-1,0,unknown,0
48,technician,married,secondary,no,966,no,no,unknown,20,jun,6,4,-1,0,unknown,0
32,technician,married,secondary,no,5065,yes,no,unknown,23,may,769,4,-1,0,unknown,0
35,blue-collar,married,secondary,no,884,yes,no,unknown,20,jun,13,6,-1,0,unknown,0
30,student,single,secondary,no,766,yes,no,unknown,20,jun,15,10,-1,0,unknown,0
51,technician,married,secondary,no,2451,yes,yes,cellular,3,nov,88,2,133,16,other,0
25,admin.,single,tertiary,no,471,no,no,cellular,29,jan,646,1,-1,0,unknown,1
52,management,married,tertiary,no,35,yes,no,cellular,14,aug,151,1,-1,0,unknown,0
39,blue-collar,married,unknown,no,883,yes,no,unknown,7,may,162,1,-1,0,unknown,0
30,technician,single,secondary,no,-529,yes,no,cellular,12,may,416,2,-1,0,unknown,0
41,management,divorced,tertiary,no,969,yes,no,cellular,31,jul,532,2,-1,0,unknown,0
34,self-employed,single,tertiary,no,1872,yes,no,telephone,6,may,85,2,169,2,failure,0
58,retired,married,primary,no,0,yes,no,unknown,26,may,124,7,-1,0,unknown,0
51,technician,married,secondary,no,4464,no,no,cellular,6,aug,122,2,-1,0,unknown,0
55,technician,divorced,secondary,no,550,yes,no,cellular,17,nov,757,1,-1,0,unknown,0
56,services,married,secondary,no,2089,yes,no,cellular,20,apr,78,3,305,1,failure,0
83,housemaid,married,tertiary,no,4912,no,no,cellular,11,mar,288,1,90,4,success,1
32,technician,single,secondary,no,26,no,no,cellular,19,aug,471,2,-1,0,unknown,0
40,entrepreneur,married,secondary,yes,879,yes,yes,cellular,14,may,189,2,-1,0,unknown,0
33,admin.,single,secondary,no,690,yes,no,cellular,20,apr,14,3,-1,0,unknown,0
32,management,single,tertiary,no,1596,no,no,cellular,26,aug,76,17,-1,0,unknown,0
58,retired,married,secondary,no,3,no,yes,cellular,30,jul,141,2,-1,0,unknown,0
36,blue-collar,married,secondary,no,991,yes,no,unknown,5,jun,155,2,-1,0,unknown,0
51,blue-collar,married,secondary,no,1373,yes,no,unknown,29,may,83,2,-1,0,unknown,0
31,management,married,tertiary,no,2137,no,no,cellular,9,jul,121,1,-1,0,unknown,0
60,self-employed,divorced,tertiary,no,36,yes,no,cellular,11,aug,129,1,-1,0,unknown,0
25,blue-collar,married,secondary,no,488,yes,no,cellular,12,may,125,2,-1,0,unknown,0
44,blue-collar,married,secondary,no,2692,yes,no,unknown,13,may,605,2,-1,0,unknown,0
59,management,single,tertiary,no,2725,no,yes,cellular,8,aug,94,7,-1,0,unknown,0
49,technician,divorced,secondary,no,0,no,no,cellular,28,jul,447,6,-1,0,unknown,0
49,blue-collar,married,primary,no,547,no,no,cellular,8,aug,131,2,-1,0,unknown,0
35,unemployed,married,tertiary,no,11222,yes,no,cellular,20,nov,131,1,183,1,failure,0
29,admin.,single,secondary,no,386,no,no,cellular,3,feb,708,3,182,1,success,1
30,blue-collar,married,secondary,no,-4,yes,no,unknown,13,may,173,1,-1,0,unknown,0
45,blue-collar,married,secondary,no,0,yes,no,unknown,14,may,214,3,-1,0,unknown,0
41,management,divorced,secondary,no,2880,no,no,cellular,3,jun,88,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,676,yes,no,cellular,21,nov,5,3,-1,0,unknown,0
25,management,single,tertiary,no,966,no,yes,cellular,9,jul,129,1,-1,0,unknown,0
48,management,divorced,tertiary,no,1725,yes,yes,cellular,28,jul,164,7,-1,0,unknown,0
35,self-employed,single,secondary,no,-30,yes,yes,cellular,21,nov,114,2,176,2,failure,0
28,services,single,secondary,yes,47,yes,no,cellular,12,may,638,5,-1,0,unknown,1
42,blue-collar,divorced,secondary,no,299,yes,no,cellular,24,jul,683,1,-1,0,unknown,0
28,services,married,secondary,no,7400,yes,yes,unknown,3,jun,485,1,-1,0,unknown,0
57,retired,married,primary,no,3518,yes,no,cellular,23,oct,818,1,-1,0,unknown,0
51,blue-collar,married,primary,no,581,no,yes,cellular,29,aug,71,2,-1,0,unknown,0
35,management,single,tertiary,no,642,yes,no,cellular,18,jul,69,1,-1,0,unknown,0
38,management,married,tertiary,no,596,no,no,unknown,16,jun,532,2,-1,0,unknown,0
29,blue-collar,divorced,primary,no,10,no,no,unknown,1,jul,157,1,-1,0,unknown,0
42,management,married,tertiary,no,6495,no,no,cellular,26,aug,117,4,-1,0,unknown,0
42,technician,married,unknown,no,1826,no,no,cellular,25,jul,91,1,-1,0,unknown,0
32,management,single,tertiary,no,775,no,no,cellular,13,oct,787,1,92,1,success,1
51,admin.,married,unknown,no,1156,no,no,telephone,17,jul,65,8,-1,0,unknown,0
34,self-employed,single,tertiary,no,799,yes,no,telephone,29,jan,88,1,-1,0,unknown,0
29,services,married,secondary,no,-93,yes,yes,cellular,20,apr,306,1,-1,0,unknown,0
66,self-employed,married,unknown,no,8603,no,no,cellular,1,oct,493,1,-1,0,unknown,1
44,blue-collar,married,secondary,no,-56,yes,yes,unknown,19,jun,418,2,-1,0,unknown,0
55,unemployed,married,secondary,no,1331,yes,no,cellular,6,feb,151,5,-1,0,unknown,0
35,management,single,tertiary,no,1433,yes,no,cellular,15,may,97,1,-1,0,unknown,0
60,management,married,tertiary,no,3387,no,no,cellular,8,aug,922,2,-1,0,unknown,1
40,management,married,tertiary,no,11,yes,no,unknown,13,may,391,1,-1,0,unknown,0
30,self-employed,divorced,tertiary,yes,-94,no,no,cellular,8,jul,455,3,-1,0,unknown,0
36,management,married,tertiary,no,495,no,no,cellular,3,jun,552,1,90,3,other,1
49,unemployed,married,primary,no,7082,yes,no,cellular,19,nov,113,1,-1,0,unknown,0
47,management,married,tertiary,no,29,no,no,cellular,21,nov,897,3,-1,0,unknown,0
54,blue-collar,married,primary,no,2490,no,no,cellular,12,aug,104,9,-1,0,unknown,0
56,retired,married,secondary,no,473,no,yes,cellular,7,jul,90,2,-1,0,unknown,0
51,self-employed,married,primary,no,605,no,no,cellular,26,aug,204,4,-1,0,unknown,0
31,management,single,tertiary,yes,-5,no,no,cellular,12,aug,101,4,-1,0,unknown,0
27,admin.,single,tertiary,no,685,no,no,cellular,15,jun,207,1,-1,0,unknown,1
31,management,single,tertiary,no,732,no,no,cellular,14,aug,104,2,-1,0,unknown,0
42,blue-collar,married,primary,no,3770,no,no,cellular,12,aug,158,2,93,3,failure,0
55,admin.,married,secondary,no,682,no,yes,cellular,4,aug,135,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,-17,no,no,unknown,27,jun,326,1,-1,0,unknown,0
40,services,married,secondary,no,725,yes,no,unknown,28,may,133,1,-1,0,unknown,0
45,blue-collar,married,unknown,no,1115,no,no,cellular,30,jan,78,3,-1,0,unknown,0
31,technician,married,tertiary,no,587,no,no,cellular,22,aug,48,2,-1,0,unknown,0
36,management,married,tertiary,no,406,yes,no,unknown,2,jun,466,1,-1,0,unknown,0
59,blue-collar,married,primary,no,3715,no,no,unknown,16,jun,143,1,-1,0,unknown,0
47,blue-collar,married,secondary,no,818,yes,no,cellular,15,apr,541,4,-1,0,unknown,0
54,blue-collar,single,secondary,no,625,yes,no,unknown,12,may,544,4,-1,0,unknown,0
36,technician,single,secondary,no,516,yes,no,unknown,8,may,154,2,-1,0,unknown,0
61,retired,divorced,tertiary,no,1673,no,no,cellular,13,oct,128,3,182,2,failure,0
28,admin.,single,secondary,no,1232,yes,no,unknown,3,jun,201,3,-1,0,unknown,0
70,housemaid,married,primary,no,2693,no,no,cellular,14,oct,631,1,-1,0,unknown,0
52,admin.,married,secondary,no,2354,no,no,cellular,15,jun,203,1,91,4,success,0
36,management,single,tertiary,no,5,no,no,cellular,25,aug,48,6,-1,0,unknown,0
51,technician,married,secondary,no,479,yes,no,cellular,14,jul,89,3,-1,0,unknown,0
35,admin.,married,secondary,no,1085,no,no,cellular,14,sep,251,1,92,6,success,1
35,blue-collar,single,secondary,no,597,yes,no,unknown,14,may,167,1,-1,0,unknown,0
59,blue-collar,married,primary,no,0,no,yes,cellular,16,jul,674,6,-1,0,unknown,1
54,management,married,tertiary,no,438,no,no,cellular,3,feb,112,2,-1,0,unknown,0
53,admin.,divorced,secondary,no,511,yes,no,cellular,15,apr,122,1,-1,0,unknown,0
40,unknown,married,unknown,no,917,no,no,cellular,6,aug,71,2,-1,0,unknown,0
31,blue-collar,married,primary,no,668,yes,no,unknown,21,may,574,3,-1,0,unknown,0
40,management,married,secondary,no,0,yes,no,unknown,9,may,48,1,-1,0,unknown,0
56,technician,married,secondary,no,578,no,no,cellular,3,jun,126,4,-1,0,unknown,0
46,technician,divorced,secondary,no,-154,yes,no,unknown,29,may,107,1,-1,0,unknown,0
38,management,married,tertiary,no,607,yes,no,telephone,28,jul,34,12,-1,0,unknown,0
54,technician,married,secondary,no,286,no,no,cellular,13,aug,641,3,-1,0,unknown,0
30,services,single,secondary,no,695,yes,no,unknown,29,may,1044,1,-1,0,unknown,1
31,blue-collar,single,secondary,no,582,yes,yes,cellular,7,may,548,2,-1,0,unknown,0
36,self-employed,married,tertiary,no,2242,no,no,cellular,9,aug,136,1,102,32,failure,0
30,admin.,single,secondary,no,0,yes,no,unknown,4,jun,181,3,-1,0,unknown,0
48,blue-collar,married,secondary,no,859,yes,no,unknown,19,may,100,4,-1,0,unknown,0
30,unemployed,married,secondary,no,-126,yes,no,cellular,17,apr,343,2,-1,0,unknown,0
45,blue-collar,divorced,primary,no,597,yes,no,unknown,30,may,646,2,-1,0,unknown,0
38,technician,married,secondary,no,-215,yes,no,unknown,27,may,163,2,-1,0,unknown,0
25,blue-collar,married,primary,no,611,no,yes,cellular,21,jul,956,2,-1,0,unknown,1
51,management,married,tertiary,no,4358,no,no,telephone,11,aug,1934,3,-1,0,unknown,0
52,management,divorced,secondary,no,9,yes,no,unknown,7,may,175,3,-1,0,unknown,0
54,unknown,married,unknown,no,1562,no,no,unknown,12,jun,112,1,-1,0,unknown,0
44,management,married,tertiary,no,623,no,no,telephone,27,apr,137,3,-1,0,unknown,0
39,technician,single,tertiary,no,581,yes,no,cellular,8,may,109,1,263,6,failure,0
35,blue-collar,married,unknown,no,0,yes,yes,cellular,5,feb,92,1,-1,0,unknown,0
47,retired,married,secondary,no,6313,no,no,cellular,27,aug,105,3,-1,0,unknown,0
36,technician,married,secondary,no,469,yes,no,unknown,30,may,559,3,-1,0,unknown,0
46,technician,married,secondary,no,-496,yes,no,cellular,22,jul,121,2,-1,0,unknown,0
33,management,single,tertiary,no,-10,no,yes,cellular,23,jul,898,3,-1,0,unknown,0
55,technician,married,unknown,no,711,no,no,cellular,22,aug,163,2,-1,0,unknown,0
44,technician,married,tertiary,no,-948,yes,yes,cellular,9,jul,129,1,-1,0,unknown,0
38,admin.,married,secondary,no,1066,no,no,unknown,20,jun,7,2,-1,0,unknown,0
51,management,married,tertiary,no,2767,yes,no,unknown,28,may,122,2,-1,0,unknown,0
77,retired,married,tertiary,no,699,no,no,cellular,14,oct,212,1,-1,0,unknown,1
31,technician,single,secondary,no,591,yes,no,cellular,5,feb,110,1,-1,0,unknown,0
47,technician,married,tertiary,no,0,no,no,cellular,21,nov,128,3,-1,0,unknown,0
52,blue-collar,married,primary,no,-931,no,yes,cellular,28,jun,151,1,-1,0,unknown,0
48,housemaid,married,primary,no,-1,no,yes,cellular,8,jul,90,1,-1,0,unknown,0
25,student,single,unknown,no,762,no,no,cellular,26,may,418,1,-1,0,unknown,1
44,self-employed,married,secondary,no,949,no,no,telephone,29,jul,122,6,-1,0,unknown,0
26,services,single,secondary,no,-110,yes,no,unknown,15,may,122,3,-1,0,unknown,0
51,admin.,married,secondary,no,3776,no,no,telephone,12,aug,462,4,-1,0,unknown,0
60,retired,married,secondary,no,522,no,no,telephone,28,jan,638,2,-1,0,unknown,0
46,management,divorced,tertiary,no,4168,yes,yes,cellular,19,nov,104,1,-1,0,unknown,0
48,management,married,secondary,no,24,yes,no,cellular,31,jul,8,41,-1,0,unknown,0
53,management,married,tertiary,no,-67,yes,no,unknown,8,may,136,1,-1,0,unknown,0
34,blue-collar,married,secondary,no,-5,yes,no,cellular,14,may,184,2,-1,0,unknown,0
35,management,married,tertiary,no,-70,no,yes,cellular,6,feb,22,5,253,13,failure,0
50,management,married,tertiary,no,659,no,no,cellular,7,aug,108,2,-1,0,unknown,0
42,technician,married,unknown,no,3839,yes,no,cellular,31,jul,82,5,-1,0,unknown,0
36,management,single,secondary,no,-15,yes,no,cellular,20,apr,197,4,-1,0,unknown,0
38,services,married,primary,no,1601,yes,no,unknown,26,may,262,5,-1,0,unknown,0
30,services,married,secondary,no,0,yes,no,cellular,30,jul,62,5,-1,0,unknown,0
37,admin.,single,secondary,no,-898,yes,no,cellular,20,apr,322,2,-1,0,unknown,0
31,management,single,tertiary,no,1164,yes,no,cellular,20,apr,10,1,-1,0,unknown,0
39,technician,single,secondary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown,0
41,blue-collar,married,primary,no,-692,yes,no,cellular,21,nov,89,3,-1,0,unknown,0
35,technician,single,secondary,no,3570,yes,no,cellular,21,apr,438,2,-1,0,unknown,1
41,admin.,single,secondary,no,431,yes,no,unknown,13,may,105,1,-1,0,unknown,0
44,blue-collar,married,secondary,no,902,no,no,unknown,20,jun,29,8,-1,0,unknown,0
31,blue-collar,married,primary,no,454,yes,no,unknown,21,may,431,1,-1,0,unknown,0
32,blue-collar,married,primary,no,6285,yes,no,cellular,20,nov,164,2,-1,0,unknown,0
51,technician,married,secondary,no,-1,no,no,unknown,6,may,112,1,-1,0,unknown,0
37,management,divorced,secondary,no,3399,no,no,cellular,12,aug,111,4,-1,0,unknown,0
44,blue-collar,married,primary,no,0,no,yes,cellular,9,jul,106,1,-1,0,unknown,0
42,technician,single,unknown,no,1525,no,no,unknown,5,jun,1461,1,-1,0,unknown,0
31,management,single,tertiary,no,1784,yes,no,cellular,19,nov,59,3,-1,0,unknown,0
43,management,married,tertiary,no,1236,no,no,cellular,6,aug,566,2,-1,0,unknown,0
40,admin.,married,secondary,no,2556,no,no,cellular,12,may,639,1,-1,0,unknown,1
39,management,married,tertiary,no,0,no,no,cellular,27,aug,14,23,-1,0,unknown,0
55,unemployed,married,secondary,no,2558,no,no,telephone,19,nov,97,1,-1,0,unknown,0
54,self-employed,married,secondary,no,-488,yes,yes,unknown,6,jun,80,3,-1,0,unknown,0
32,blue-collar,married,secondary,no,612,yes,no,cellular,14,apr,180,2,-1,0,unknown,0
43,unemployed,married,tertiary,no,1289,yes,no,cellular,5,feb,489,2,-1,0,unknown,0
47,management,married,unknown,no,4620,no,no,cellular,4,may,707,2,-1,0,unknown,0
31,services,married,tertiary,no,459,no,no,cellular,18,jul,91,1,-1,0,unknown,0
38,self-employed,single,tertiary,no,12686,yes,no,unknown,21,may,71,2,-1,0,unknown,0
36,management,single,tertiary,no,0,yes,no,unknown,20,jun,18,11,-1,0,unknown,0
43,management,married,tertiary,no,6138,no,no,cellular,19,nov,690,1,-1,0,unknown,0
30,management,single,tertiary,no,1268,yes,no,cellular,23,jul,72,4,-1,0,unknown,0
39,blue-collar,married,primary,no,1003,yes,no,unknown,9,jun,238,4,-1,0,unknown,0
26,admin.,single,tertiary,no,2321,no,no,cellular,30,mar,74,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,823,yes,no,unknown,7,may,208,3,-1,0,unknown,0
37,technician,married,tertiary,no,0,yes,no,unknown,27,may,145,4,-1,0,unknown,0
60,retired,married,primary,yes,-13,no,no,cellular,28,aug,82,4,-1,0,unknown,0
36,management,married,tertiary,no,519,no,no,cellular,18,aug,67,4,-1,0,unknown,0
36,management,married,tertiary,no,0,no,no,cellular,8,jul,124,1,-1,0,unknown,0
34,technician,married,secondary,no,801,no,no,cellular,9,jun,200,1,-1,0,unknown,1
39,management,married,tertiary,no,1036,yes,no,cellular,18,nov,71,2,-1,0,unknown,0
34,management,single,tertiary,no,7,no,yes,unknown,4,jul,101,1,-1,0,unknown,0
36,management,married,tertiary,no,1454,no,no,cellular,16,nov,84,2,97,1,success,0
58,blue-collar,divorced,primary,no,985,yes,yes,unknown,12,may,119,2,-1,0,unknown,0
36,admin.,married,secondary,no,883,yes,no,unknown,28,may,76,4,-1,0,unknown,0
22,student,single,secondary,no,1925,no,no,cellular,5,feb,305,1,93,2,success,1
40,management,single,tertiary,no,613,yes,no,cellular,8,may,87,1,-1,0,unknown,0
28,unemployed,single,tertiary,no,1168,no,no,cellular,28,jul,551,3,-1,0,unknown,1
34,blue-collar,married,primary,no,3649,no,yes,cellular,2,feb,659,1,-1,0,unknown,0
35,management,single,tertiary,no,24312,no,no,unknown,27,may,138,6,-1,0,unknown,0
30,admin.,single,secondary,no,3472,no,no,cellular,20,nov,906,3,-1,0,unknown,1
29,management,married,tertiary,no,741,yes,no,unknown,27,may,105,1,-1,0,unknown,0
51,blue-collar,married,primary,no,997,no,no,cellular,26,aug,111,6,-1,0,unknown,0
24,technician,single,secondary,no,496,yes,no,cellular,18,may,7,8,-1,0,unknown,0
51,technician,married,secondary,no,3432,no,no,cellular,20,aug,484,2,-1,0,unknown,0
53,admin.,married,secondary,no,8892,no,no,cellular,13,may,155,1,174,3,failure,0
29,services,single,secondary,no,10,yes,no,cellular,7,may,112,1,357,1,failure,0
26,blue-collar,married,primary,no,2939,no,no,cellular,8,jul,668,2,-1,0,unknown,1
35,management,married,tertiary,no,0,no,no,cellular,21,aug,296,1,-1,0,unknown,0
31,technician,divorced,secondary,no,12,no,no,telephone,29,aug,147,2,-1,0,unknown,0
35,management,married,tertiary,no,0,yes,no,unknown,27,may,89,5,-1,0,unknown,0
58,management,married,tertiary,no,3734,no,no,cellular,28,jul,39,15,-1,0,unknown,0
54,management,divorced,tertiary,no,1252,yes,yes,unknown,15,may,1492,2,-1,0,unknown,0
43,admin.,divorced,secondary,no,-172,no,no,cellular,18,jul,104,1,-1,0,unknown,0
30,management,single,tertiary,no,725,yes,no,cellular,19,nov,157,1,-1,0,unknown,0
34,management,divorced,tertiary,no,0,no,no,cellular,22,aug,65,2,-1,0,unknown,0
49,technician,divorced,secondary,no,-403,no,yes,cellular,21,jul,101,1,-1,0,unknown,0
45,technician,divorced,tertiary,no,39,no,no,cellular,25,aug,131,6,-1,0,unknown,0
