id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
268258,47,technician,married,secondary,no,0,yes,yes,cellular,7,jul,81,2,-1,0,unknown,0
458220,39,blue-collar,single,primary,no,39,yes,no,unknown,18,jun,100,4,-1,0,unknown,0
716818,31,services,single,secondary,no,391,no,no,cellular,4,feb,699,1,-1,0,unknown,0
30664,33,blue-collar,married,secondary,no,881,yes,no,unknown,20,may,203,1,-1,0,unknown,0
688760,33,management,married,tertiary,no,0,no,no,cellular,27,aug,78,8,-1,0,unknown,0
347637,28,student,single,secondary,no,765,no,no,cellular,11,aug,136,3,-1,0,unknown,0
110568,31,blue-collar,single,primary,no,776,yes,yes,unknown,23,may,260,2,-1,0,unknown,0
342933,38,services,married,secondary,no,8554,yes,no,cellular,17,nov,75,2,186,3,failure,0
745658,58,management,married,tertiary,no,1815,no,no,cellular,29,aug,123,2,-1,0,unknown,0
536144,43,blue-collar,married,secondary,no,1335,no,no,unknown,14,may,299,2,-1,0,unknown,0
312098,40,technician,single,secondary,no,2240,yes,no,cellular,6,apr,554,3,-1,0,unknown,0
686477,32,management,married,tertiary,no,-98,yes,yes,cellular,21,nov,75,1,-1,0,unknown,0
116922,38,technician,married,tertiary,no,0,no,no,cellular,27,apr,200,1,181,2,success,1
115356,40,retired,married,primary,no,0,no,no,unknown,15,may,94,2,-1,0,unknown,0
97260,42,services,married,primary,no,-846,yes,no,unknown,7,may,249,1,-1,0,unknown,0
172956,38,blue-collar,married,primary,no,1454,yes,yes,unknown,20,may,112,1,-1,0,unknown,0
271514,37,blue-collar,married,secondary,no,-165,yes,no,unknown,15,may,206,2,-1,0,unknown,0
180846,33,technician,married,secondary,no,1803,yes,yes,cellular,18,jul,91,3,-1,0,unknown,0
149942,35,technician,married,secondary,no,597,no,no,cellular,20,aug,72,2,-1,0,unknown,0
348628,58,retired,married,primary,no,535,no,no,cellular,12,aug,87,3,-1,0,unknown,0
41536,41,blue-collar,married,secondary,no,2226,yes,no,unknown,29,may,1242,3,-1,0,unknown,1
458702,40,management,single,tertiary,no,24,yes,no,unknown,29,may,544,5,-1,0,unknown,0
71923,44,services,divorced,secondary,no,0,yes,no,cellular,11,may,108,1,369,2,failure,0
228120,50,technician,married,secondary,no,1055,yes,no,telephone,24,jul,511,4,-1,0,unknown,0
327335,33,unemployed,married,secondary,no,-131,yes,yes,unknown,27,may,164,2,-1,0,unknown,0
280113,47,blue-collar,married,tertiary,no,585,no,yes,cellular,21,jul,119,3,-1,0,unknown,0
273851,28,services,single,secondary,no,2040,yes,no,cellular,7,may,1014,1,366,4,other,1
434270,36,management,married,tertiary,no,794,yes,yes,cellular,27,aug,119,3,-1,0,unknown,0
32443,43,technician,divorced,secondary,yes,0,no,no,cellular,20,aug,129,2,-1,0,unknown,0
74527,37,management,married,tertiary,no,-1,no,no,cellular,25,aug,82,9,-1,0,unknown,0
550186,22,technician,single,tertiary,no,13887,no,no,cellular,26,feb,73,6,-1,0,unknown,0
177350,47,unemployed,divorced,secondary,no,47,no,no,cellular,4,feb,633,1,-1,0,unknown,0
430227,50,blue-collar,married,secondary,no,741,yes,no,unknown,29,may,162,3,-1,0,unknown,0
511947,57,admin.,divorced,secondary,no,1697,no,no,cellular,2,apr,117,1,-1,0,unknown,0
503192,38,admin.,married,secondary,no,870,no,no,cellular,30,jul,394,2,-1,0,unknown,0
237386,27,admin.,single,secondary,no,-68,no,yes,cellular,8,jul,118,2,-1,0,unknown,0
286894,60,retired,married,secondary,no,0,no,no,cellular,18,aug,105,4,-1,0,unknown,0
543370,47,technician,divorced,secondary,no,0,yes,no,cellular,17,jul,77,1,-1,0,unknown,0
157416,42,self-employed,married,secondary,no,1354,no,no,unknown,11,jun,166,2,-1,0,unknown,0
457410,38,technician,married,secondary,no,1166,yes,no,unknown,2,jun,472,1,-1,0,unknown,1
32928,51,blue-collar,married,secondary,no,543,no,yes,cellular,13,aug,123,2,-1,0,unknown,0
360660,42,blue-collar,married,primary,yes,-97,no,no,cellular,2,feb,115,3,-1,0,unknown,0
109044,56,services,married,secondary,no,19,no,no,cellular,25,aug,72,3,-1,0,unknown,0
342463,53,blue-collar,married,primary,no,636,yes,no,cellular,5,aug,150,1,-1,0,unknown,0
321515,49,entrepreneur,married,primary,no,0,yes,no,cellular,12,may,156,6,172,1,failure,0
654679,41,blue-collar,married,primary,no,-159,yes,no,unknown,23,may,332,1,-1,0,unknown,0
389615,23,blue-collar,single,secondary,no,1796,yes,no,unknown,3,jun,542,6,-1,0,unknown,0
391858,61,retired,divorced,secondary,no,7624,no,no,cellular,7,may,158,7,-1,0,unknown,0
121652,57,admin.,single,secondary,no,1611,yes,no,unknown,14,may,514,1,-1,0,unknown,0
560711,50,unemployed,married,primary,no,0,no,no,cellular,4,feb,103,1,-1,0,unknown,0
635858,51,technician,married,secondary,no,5600,no,no,cellular,18,nov,663,2,-1,0,unknown,1
687209,51,technician,divorced,secondary,no,0,no,yes,cellular,10,jul,80,1,-1,0,unknown,0
80820,41,technician,married,secondary,no,35,no,no,unknown,1,jul,84,1,-1,0,unknown,0
626599,51,services,divorced,secondary,no,684,no,no,unknown,12,jun,471,2,-1,0,unknown,0
174363,49,blue-collar,married,primary,no,1649,yes,no,unknown,19,may,634,1,-1,0,unknown,0
743417,31,management,single,tertiary,no,5359,no,no,cellular,12,aug,105,2,-1,0,unknown,0
455136,30,management,married,tertiary,no,1750,yes,no,cellular,19,aug,117,2,-1,0,unknown,0
224273,54,admin.,married,secondary,no,975,yes,no,telephone,18,may,391,3,-1,0,unknown,1
341035,40,admin.,married,primary,yes,-1386,yes,yes,cellular,10,jul,112,1,-1,0,unknown,0
627187,46,management,divorced,tertiary,no,635,yes,no,cellular,25,aug,116,7,-1,0,unknown,0
175110,46,technician,married,secondary,no,1406,yes,no,unknown,27,may,559,5,-1,0,unknown,0
479735,28,unemployed,single,secondary,no,133,no,no,cellular,9,dec,536,1,194,3,success,1
521195,35,blue-collar,married,secondary,no,858,yes,yes,unknown,2,jun,474,1,-1,0,unknown,0
655094,52,blue-collar,married,secondary,no,2216,yes,no,unknown,14,may,135,2,-1,0,unknown,0
546530,42,technician,single,secondary,no,0,no,no,cellular,7,aug,89,3,-1,0,unknown,0
151589,56,retired,married,primary,no,-15,yes,no,cellular,18,aug,108,4,-1,0,unknown,0
1894,37,blue-collar,married,primary,no,-185,yes,no,unknown,19,may,201,4,-1,0,unknown,0
623273,33,blue-collar,married,secondary,no,1076,yes,no,unknown,23,may,7,4,-1,0,unknown,0
271338,31,services,single,secondary,no,3092,no,no,telephone,21,nov,20,1,-1,0,unknown,0
642203,50,technician,divorced,secondary,no,0,yes,no,cellular,18,nov,113,2,-1,0,unknown,0
670288,23,student,single,secondary,no,948,no,no,cellular,26,may,567,1,-1,0,unknown,1
389987,39,management,married,tertiary,no,1988,yes,no,cellular,11,may,984,2,-1,0,unknown,1
447342,47,blue-collar,married,primary,no,1095,yes,yes,cellular,21,nov,15,7,175,3,other,0
300027,56,management,married,tertiary,no,671,no,no,cellular,19,aug,117,2,-1,0,unknown,0
275306,58,management,divorced,tertiary,no,5,no,no,cellular,25,aug,48,4,-1,0,unknown,0
479435,57,blue-collar,married,secondary,no,40,no,no,unknown,16,jun,172,2,-1,0,unknown,0
388613,38,entrepreneur,divorced,secondary,no,2749,yes,no,cellular,13,may,466,2,174,1,failure,0
393579,45,blue-collar,married,primary,no,578,yes,no,unknown,14,may,125,1,-1,0,unknown,0
224980,36,services,married,secondary,no,1345,yes,no,cellular,14,apr,157,4,322,8,other,0
345752,45,management,married,tertiary,no,3485,no,no,cellular,30,apr,536,1,-1,0,unknown,1
566260,37,management,married,secondary,no,2352,no,no,cellular,20,nov,106,1,-1,0,unknown,0
72937,42,technician,divorced,secondary,no,-692,yes,yes,cellular,2,feb,88,1,-1,0,unknown,0
200890,36,technician,single,secondary,no,966,no,no,telephone,28,jan,80,1,160,1,failure,0
389222,39,technician,single,secondary,no,382,no,no,cellular,11,aug,121,2,-1,0,unknown,0
334132,44,services,married,secondary,no,598,no,no,cellular,7,aug,131,2,-1,0,unknown,0
725592,38,technician,single,secondary,no,551,no,no,cellular,28,jan,489,1,-1,0,unknown,0
210321,29,blue-collar,single,secondary,no,991,yes,no,cellular,11,may,109,1,343,2,failure,0
730829,29,technician,single,secondary,no,751,no,no,cellular,8,may,91,2,-1,0,unknown,0
133731,40,services,single,secondary,no,2523,yes,no,unknown,29,may,198,1,-1,0,unknown,0
130170,55,blue-collar,married,unknown,no,2551,yes,no,cellular,12,aug,105,4,-1,0,unknown,0
269487,44,management,married,tertiary,no,4758,yes,no,cellular,17,nov,738,1,-1,0,unknown,0
361092,58,management,married,tertiary,no,1339,no,no,cellular,29,aug,65,5,-1,0,unknown,0
455735,54,management,married,tertiary,no,565,no,no,cellular,24,jul,1182,1,-1,0,unknown,1
614163,49,technician,married,secondary,no,1046,no,no,cellular,17,nov,582,2,-1,0,unknown,1
701519,54,housemaid,divorced,secondary,no,397,yes,no,unknown,15,may,133,2,-1,0,unknown,0
493590,31,management,single,tertiary,no,1198,yes,no,cellular,17,jul,159,1,-1,0,unknown,0
658169,34,technician,married,secondary,no,2146,no,no,cellular,12,aug,636,2,-1,0,unknown,0
316671,41,housemaid,married,secondary,no,1298,no,no,cellular,31,aug,513,4,100,6,failure,0
704659,31,student,single,tertiary,no,1681,no,no,cellular,6,aug,135,12,-1,0,unknown,0
631647,32,admin.,married,tertiary,no,0,yes,yes,cellular,23,jul,118,6,-1,0,unknown,0
563425,57,services,married,secondary,no,4908,no,no,telephone,4,feb,13,6,-1,0,unknown,0
35511,37,management,married,tertiary,no,3,yes,yes,cellular,4,feb,137,1,203,1,failure,0
518191,41,admin.,divorced,secondary,no,46,no,no,telephone,2,feb,111,1,-1,0,unknown,0
27596,54,admin.,divorced,secondary,no,-133,yes,no,unknown,27,may,147,2,-1,0,unknown,0
102783,36,blue-collar,married,primary,no,6,no,no,unknown,9,jun,63,1,-1,0,unknown,0
138810,34,admin.,single,secondary,no,-199,yes,yes,cellular,22,jul,428,2,-1,0,unknown,0
56697,28,self-employed,married,tertiary,no,-770,yes,yes,cellular,18,may,918,4,-1,0,unknown,1
245880,38,admin.,single,secondary,no,1076,yes,no,telephone,5,may,135,1,-1,0,unknown,0
260062,41,management,divorced,primary,no,2353,no,no,unknown,6,jun,542,2,-1,0,unknown,0
542078,49,technician,married,secondary,no,-1386,yes,no,unknown,28,may,48,2,-1,0,unknown,0
308096,63,retired,married,secondary,no,1742,no,no,cellular,17,nov,464,2,-1,0,unknown,1
193157,37,technician,single,secondary,no,1059,yes,no,cellular,17,jul,93,3,-1,0,unknown,0
22092,36,management,single,tertiary,no,703,yes,no,cellular,17,apr,1397,1,-1,0,unknown,1
236469,51,blue-collar,married,secondary,no,5,yes,yes,unknown,5,may,127,2,-1,0,unknown,0
231144,44,management,married,tertiary,no,1777,no,no,cellular,19,nov,665,1,-1,0,unknown,0
336474,33,management,single,tertiary,no,1093,no,no,cellular,28,jan,93,1,-1,0,unknown,0
562998,32,management,single,tertiary,no,1429,yes,yes,cellular,17,apr,90,2,-1,0,unknown,0
359856,42,technician,married,secondary,no,464,no,no,unknown,15,may,522,1,-1,0,unknown,0
730649,48,services,married,secondary,no,-119,no,yes,unknown,3,jul,151,1,-1,0,unknown,0
720762,42,blue-collar,married,primary,no,1379,yes,no,unknown,28,may,145,3,-1,0,unknown,0
228994,32,management,single,tertiary,no,925,yes,no,cellular,21,nov,71,1,-1,0,unknown,0
701310,31,management,single,tertiary,no,4331,yes,no,cellular,14,jul,523,3,-1,0,unknown,0
448327,31,housemaid,married,tertiary,no,1342,yes,no,cellular,13,may,109,3,-1,0,unknown,0
280719,51,blue-collar,married,secondary,no,-256,yes,no,unknown,9,may,136,2,-1,0,unknown,0
80995,27,services,single,secondary,no,-114,yes,no,unknown,8,may,174,1,-1,0,unknown,0
317860,29,blue-collar,married,primary,no,728,no,yes,cellular,8,jul,225,2,-1,0,unknown,0
568852,59,housemaid,married,primary,no,2,no,no,cellular,17,nov,307,2,-1,0,unknown,0
453524,32,services,single,secondary,no,-2,no,no,unknown,9,jun,136,2,-1,0,unknown,0
402148,52,technician,divorced,secondary,yes,0,no,yes,cellular,21,jul,82,1,-1,0,unknown,0
252554,54,blue-collar,divorced,secondary,no,1388,yes,no,unknown,15,may,717,1,-1,0,unknown,0
306247,47,technician,married,secondary,no,2143,no,yes,cellular,21,nov,144,2,-1,0,unknown,0
108398,33,technician,married,secondary,no,1221,yes,no,unknown,26,may,89,2,-1,0,unknown,0
153414,28,services,single,secondary,no,-124,no,no,cellular,28,jul,133,3,-1,0,unknown,0
639600,29,blue-collar,single,secondary,no,548,yes,no,unknown,28,may,49,2,-1,0,unknown,0
721881,36,technician,married,secondary,no,1130,no,no,cellular,8,aug,122,1,-1,0,unknown,0
649415,32,entrepreneur,married,tertiary,no,741,yes,no,unknown,23,may,230,2,-1,0,unknown,0
207375,53,management,married,tertiary,no,15,no,no,cellular,20,aug,68,3,-1,0,unknown,0
741313,58,technician,married,secondary,no,10185,no,no,cellular,27,mar,295,1,-1,0,unknown,1
744127,26,services,single,secondary,no,-1,no,yes,cellular,8,jul,123,1,-1,0,unknown,0
288291,41,student,single,unknown,no,2071,no,no,unknown,9,jun,558,1,-1,0,unknown,0
226460,40,blue-collar,married,secondary,no,1007,yes,no,cellular,28,jul,93,2,-1,0,unknown,0
378130,57,admin.,married,secondary,no,2410,no,no,cellular,28,aug,75,4,-1,0,unknown,0
598152,31,blue-collar,single,secondary,no,2131,yes,no,unknown,15,may,204,1,-1,0,unknown,0
116101,41,blue-collar,single,secondary,no,101,yes,no,cellular,17,apr,439,2,149,1,failure,0
128400,36,admin.,single,secondary,no,0,no,no,unknown,17,jun,394,2,-1,0,unknown,0
16578,55,management,divorced,tertiary,no,-1968,no,no,unknown,11,jun,132,2,-1,0,unknown,0
308896,53,admin.,divorced,tertiary,no,558,yes,no,unknown,5,jun,108,3,-1,0,unknown,0
669067,56,blue-collar,married,secondary,no,4840,no,no,cellular,15,jul,588,3,-1,0,unknown,1
277942,60,blue-collar,married,primary,no,839,no,no,cellular,26,aug,471,2,-1,0,unknown,0
483774,30,services,single,secondary,no,-267,no,no,cellular,5,feb,100,1,-1,0,unknown,0
93927,54,technician,married,secondary,no,2610,yes,no,unknown,14,may,154,1,-1,0,unknown,0
492946,31,blue-collar,married,secondary,no,814,yes,no,unknown,8,may,171,2,-1,0,unknown,0
674739,34,management,single,tertiary,no,1273,yes,no,unknown,20,may,122,1,-1,0,unknown,0
502496,31,management,single,tertiary,no,8,no,no,cellular,8,aug,191,2,-1,0,unknown,0
387929,37,admin.,married,secondary,no,468,yes,no,unknown,7,may,144,1,-1,0,unknown,0
239713,42,self-employed,married,secondary,no,351,yes,no,cellular,24,jul,9,8,-1,0,unknown,0
617976,32,blue-collar,married,secondary,no,442,yes,no,unknown,8,may,136,1,-1,0,unknown,0
586895,43,admin.,married,secondary,no,473,yes,no,unknown,9,may,122,2,-1,0,unknown,0
154005,27,management,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,1
350615,44,services,single,secondary,no,-839,yes,no,unknown,30,may,121,4,-1,0,unknown,0
272397,48,technician,married,secondary,no,0,no,no,cellular,11,aug,168,2,-1,0,unknown,0
159051,40,services,married,secondary,no,-109,yes,yes,cellular,31,jul,77,3,-1,0,unknown,0
396461,43,management,married,tertiary,no,1539,yes,no,unknown,5,jun,906,2,-1,0,unknown,0
683886,30,technician,married,secondary,no,4564,yes,no,cellular,18,nov,110,2,-1,0,unknown,0
304746,49,admin.,married,secondary,no,949,no,no,cellular,11,aug,71,2,-1,0,unknown,0
463820,48,admin.,married,secondary,no,0,no,no,cellular,6,aug,168,2,-1,0,unknown,0
319342,41,management,single,tertiary,no,437,no,no,unknown,16,jun,536,3,-1,0,unknown,0
698908,59,retired,married,secondary,no,2812,yes,no,cellular,20,apr,127,2,325,2,other,0
437863,26,blue-collar,married,secondary,no,456,yes,no,unknown,27,may,316,1,-1,0,unknown,0
608938,38,services,married,secondary,no,678,yes,yes,cellular,31,jul,486,2,-1,0,unknown,0
660829,32,student,single,unknown,no,1179,no,no,cellular,22,jul,93,1,-1,0,unknown,0
429566,38,management,married,tertiary,no,0,yes,no,cellular,3,feb,437,1,242,1,failure,1
171318,52,blue-collar,divorced,secondary,no,-3,yes,no,unknown,5,may,39,1,-1,0,unknown,0
258413,56,admin.,married,primary,no,33,yes,no,telephone,28,jul,70,2,-1,0,unknown,0
349034,52,management,married,tertiary,no,0,yes,no,telephone,28,jul,59,4,-1,0,unknown,0
659345,60,retired,married,secondary,no,0,no,yes,cellular,15,jul,113,4,-1,0,unknown,0
325897,45,management,married,tertiary,no,1519,no,no,cellular,27,aug,56,8,-1,0,unknown,0
206644,50,blue-collar,divorced,primary,no,1558,yes,no,unknown,5,may,253,1,-1,0,unknown,0
546486,54,management,married,primary,no,1358,yes,no,telephone,17,jul,130,2,-1,0,unknown,0
568400,60,blue-collar,divorced,primary,no,0,no,no,cellular,18,jul,106,5,-1,0,unknown,0
175517,25,student,single,secondary,no,0,yes,no,cellular,3,sep,226,2,-1,0,unknown,1
383740,29,blue-collar,single,secondary,no,0,yes,no,cellular,4,feb,82,7,251,3,failure,0
719775,38,management,married,tertiary,no,611,yes,no,cellular,7,may,1472,2,-1,0,unknown,1
574455,59,retired,married,secondary,no,1356,no,no,cellular,5,aug,86,1,-1,0,unknown,0
729220,39,blue-collar,married,primary,no,0,no,no,unknown,5,jun,215,1,-1,0,unknown,0
182133,59,retired,married,primary,no,269,yes,no,unknown,16,may,656,4,-1,0,unknown,0
439671,42,management,married,secondary,no,-1746,yes,no,unknown,20,jun,218,1,-1,0,unknown,0
555348,23,unemployed,single,secondary,no,594,no,no,cellular,23,oct,158,2,-1,0,unknown,1
364947,45,technician,married,secondary,no,-839,yes,no,unknown,28,may,148,3,-1,0,unknown,0
313195,35,admin.,married,secondary,no,2700,yes,yes,unknown,27,may,114,2,-1,0,unknown,0
547912,45,blue-collar,married,primary,no,959,no,no,cellular,28,jan,103,1,153,2,failure,0
419629,43,blue-collar,married,primary,no,-100,yes,no,unknown,6,may,198,1,-1,0,unknown,0
636037,33,admin.,single,secondary,no,1377,no,no,cellular,14,mar,111,2,-1,0,unknown,0
62650,44,blue-collar,married,primary,no,676,yes,no,unknown,15,may,109,1,-1,0,unknown,0
355208,50,blue-collar,married,primary,no,0,yes,no,unknown,16,may,198,1,-1,0,unknown,0
566941,40,blue-collar,single,primary,no,673,yes,no,unknown,14,may,1063,3,-1,0,unknown,1
281573,40,blue-collar,married,secondary,no,-98,yes,no,unknown,15,may,132,4,-1,0,unknown,0
208323,36,unemployed,married,secondary,no,594,yes,no,unknown,21,may,758,1,-1,0,unknown,1
115815,37,management,married,tertiary,no,544,yes,no,unknown,13,may,469,2,-1,0,unknown,1
548571,52,technician,married,secondary,no,1693,no,no,cellular,22,jul,159,1,-1,0,unknown,0
571860,43,technician,single,tertiary,no,13054,no,no,cellular,13,aug,103,1,-1,0,unknown,0
243485,57,retired,married,primary,no,0,no,no,telephone,5,feb,1488,5,-1,0,unknown,1
278727,22,student,single,secondary,no,2488,yes,no,unknown,9,may,98,1,-1,0,unknown,0
513066,55,management,married,tertiary,no,2226,no,no,cellular,28,jan,89,1,-1,0,unknown,0
616833,37,self-employed,single,secondary,no,2381,yes,no,cellular,20,apr,761,1,-1,0,unknown,0
333574,36,entrepreneur,married,secondary,no,633,no,yes,cellular,17,nov,116,1,152,1,failure,0
635264,39,management,married,tertiary,no,25,no,no,cellular,11,aug,50,2,-1,0,unknown,0
400914,60,retired,married,secondary,no,8332,no,no,cellular,13,aug,740,1,-1,0,unknown,0
272265,59,admin.,married,secondary,no,-797,yes,yes,cellular,17,jul,82,1,-1,0,unknown,0
451432,44,services,single,secondary,no,437,yes,no,unknown,8,may,81,2,-1,0,unknown,0
733583,31,admin.,single,secondary,no,4963,yes,no,cellular,14,may,489,2,364,2,failure,0
162091,33,technician,married,secondary,no,15,no,no,cellular,12,aug,119,4,-1,0,unknown,0
695181,36,technician,married,secondary,no,4266,no,no,cellular,3,mar,577,1,-1,0,unknown,1
24270,39,services,married,secondary,no,1020,yes,no,unknown,29,may,196,1,-1,0,unknown,0
687672,45,technician,married,secondary,no,-496,yes,yes,telephone,28,jan,100,1,-1,0,unknown,0
20060,44,blue-collar,married,secondary,no,-183,yes,no,unknown,17,jun,202,3,-1,0,unknown,0
4281,40,services,married,secondary,yes,901,yes,no,cellular,15,jul,109,5,-1,0,unknown,0
665799,31,technician,single,secondary,no,1390,yes,no,cellular,20,aug,88,11,-1,0,unknown,0
649331,31,management,married,tertiary,no,0,yes,no,cellular,23,jul,157,1,-1,0,unknown,0
18808,56,technician,married,secondary,no,441,no,no,cellular,14,may,559,8,280,4,other,0
54110,34,admin.,married,secondary,no,-14,no,no,cellular,15,may,56,1,-1,0,unknown,0
499865,37,services,married,secondary,no,1876,no,no,unknown,20,jun,544,1,-1,0,unknown,0
156067,30,technician,single,tertiary,no,568,yes,no,unknown,23,may,85,1,-1,0,unknown,0
185142,46,blue-collar,married,secondary,no,519,no,no,cellular,26,aug,131,4,-1,0,unknown,0
131442,39,admin.,single,secondary,no,1640,yes,no,unknown,5,jun,143,2,-1,0,unknown,0
555148,43,blue-collar,single,secondary,no,825,yes,no,cellular,19,nov,530,1,-1,0,unknown,1
645924,29,technician,single,secondary,no,2303,yes,yes,cellular,5,feb,471,1,-1,0,unknown,0
349046,39,services,married,secondary,no,486,yes,no,unknown,29,may,860,1,-1,0,unknown,1
616780,39,services,married,secondary,no,976,yes,no,cellular,1,sep,944,7,-1,0,unknown,0
536028,34,blue-collar,married,secondary,no,5164,yes,no,unknown,2,jun,535,3,-1,0,unknown,0
312406,58,services,married,secondary,no,629,yes,no,unknown,5,jun,78,1,-1,0,unknown,0
429372,59,admin.,married,secondary,no,1012,yes,no,cellular,12,may,95,3,347,1,other,0
177093,54,management,married,tertiary,no,7962,no,no,cellular,31,jul,7,2,-1,0,unknown,0
455656,35,technician,single,secondary,no,638,no,no,cellular,22,may,161,1,-1,0,unknown,0
484612,49,technician,divorced,secondary,no,0,no,no,cellular,19,aug,58,2,-1,0,unknown,0
607823,34,blue-collar,single,primary,no,2040,yes,no,cellular,21,nov,519,1,175,1,other,0
476605,45,admin.,single,secondary,no,2340,no,no,cellular,7,aug,139,1,99,2,failure,0
455931,36,technician,single,secondary,no,434,yes,no,unknown,20,may,1062,1,-1,0,unknown,1
254732,48,blue-collar,married,secondary,no,602,no,no,unknown,15,may,202,5,-1,0,unknown,0
354433,26,management,single,tertiary,no,2786,no,no,cellular,28,oct,462,2,148,1,other,1
407930,38,blue-collar,married,secondary,no,2159,yes,no,cellular,17,apr,775,1,-1,0,unknown,0
693205,45,blue-collar,married,secondary,no,185,no,no,cellular,6,aug,112,2,-1,0,unknown,0
455822,46,blue-collar,married,secondary,no,8982,yes,no,unknown,15,may,744,2,-1,0,unknown,0
273280,50,technician,married,secondary,no,518,yes,no,cellular,8,may,847,2,-1,0,unknown,0
199272,38,services,married,secondary,no,-90,yes,no,cellular,14,may,180,4,-1,0,unknown,0
234162,43,services,single,secondary,no,-30,yes,no,cellular,18,jul,50,3,-1,0,unknown,0
625861,43,blue-collar,married,primary,no,739,yes,no,unknown,23,may,185,1,-1,0,unknown,0
442386,33,management,single,tertiary,no,2660,yes,no,cellular,15,may,101,1,-1,0,unknown,0
353283,54,management,married,tertiary,no,2785,no,no,cellular,22,may,829,2,87,2,failure,1
740704,38,management,married,tertiary,no,5279,no,no,unknown,17,jun,110,4,-1,0,unknown,0
23388,43,technician,single,secondary,no,487,yes,no,cellular,19,nov,1060,1,-1,0,unknown,1
601250,40,services,married,secondary,no,-212,yes,no,unknown,16,may,171,1,-1,0,unknown,0
322516,36,housemaid,married,tertiary,no,597,yes,no,cellular,20,apr,149,5,-1,0,unknown,0
128689,29,technician,single,tertiary,no,4254,no,no,cellular,9,feb,178,1,92,1,success,1
533234,39,entrepreneur,married,primary,no,-426,yes,yes,cellular,23,jul,85,1,-1,0,unknown,0
170513,54,blue-collar,married,primary,no,5746,yes,no,cellular,7,may,637,1,356,1,failure,0
31389,50,self-employed,married,primary,no,3228,yes,no,cellular,21,nov,123,2,-1,0,unknown,0
734091,46,blue-collar,single,primary,no,963,yes,no,telephone,5,feb,7,5,-1,0,unknown,0
536945,41,admin.,divorced,secondary,no,303,no,no,cellular,1,oct,507,1,122,4,other,0
648509,33,admin.,married,secondary,no,864,yes,yes,cellular,20,nov,437,1,-1,0,unknown,0
164233,47,blue-collar,single,secondary,no,466,no,no,telephone,21,nov,100,1,-1,0,unknown,0
162453,34,management,single,tertiary,no,3384,no,no,cellular,6,aug,558,2,-1,0,unknown,1
247626,31,technician,single,secondary,no,574,no,no,cellular,25,aug,87,4,-1,0,unknown,0
580837,58,retired,married,secondary,no,1847,no,no,unknown,16,jun,466,3,-1,0,unknown,0
149529,58,services,married,secondary,no,0,no,no,unknown,11,jun,108,3,-1,0,unknown,0
538889,40,management,single,tertiary,no,2428,no,no,cellular,20,jun,167,1,189,2,failure,1
350840,31,management,single,tertiary,no,2900,no,no,cellular,8,aug,83,4,-1,0,unknown,0
644472,26,student,single,secondary,no,2040,no,no,cellular,30,apr,158,1,-1,0,unknown,0
398426,35,blue-collar,married,secondary,no,24,yes,no,unknown,7,may,461,2,-1,0,unknown,0
589690,33,self-employed,married,tertiary,no,0,no,no,cellular,25,jul,1503,3,-1,0,unknown,1
91795,50,blue-collar,married,primary,no,-71,yes,no,cellular,12,aug,82,2,-1,0,unknown,0
642913,51,management,married,tertiary,no,830,no,no,unknown,19,jun,92,1,-1,0,unknown,0
558916,33,admin.,single,tertiary,no,9629,no,no,cellular,2,mar,180,2,-1,0,unknown,0
224682,36,management,married,tertiary,no,4708,yes,no,cellular,16,apr,122,2,321,1,failure,0
333381,75,retired,married,secondary,no,8304,no,no,cellular,30,apr,261,2,-1,0,unknown,1
609790,58,services,married,secondary,no,796,no,no,cellular,28,aug,119,1,95,1,other,0
404493,46,management,married,primary,no,1533,yes,no,unknown,15,may,144,1,-1,0,unknown,0
74568,30,services,single,secondary,no,5763,yes,yes,unknown,3,jun,619,1,-1,0,unknown,1
472490,39,blue-collar,married,secondary,yes,-35,yes,no,unknown,12,jun,185,9,-1,0,unknown,0
291100,49,management,divorced,tertiary,no,1598,yes,no,cellular,3,sep,232,2,94,1,success,1
471378,25,student,single,secondary,no,394,no,no,cellular,5,jun,486,1,-1,0,unknown,1
81152,36,management,single,tertiary,no,27,yes,no,cellular,24,jul,99,2,-1,0,unknown,0
136174,41,technician,married,secondary,no,-879,yes,no,unknown,29,may,144,3,-1,0,unknown,0
514488,45,management,single,tertiary,no,2067,yes,no,cellular,1,apr,134,3,-1,0,unknown,0
641540,32,management,single,tertiary,no,2196,no,no,cellular,3,feb,139,3,-1,0,unknown,0
291931,55,admin.,married,secondary,no,887,no,no,unknown,18,jun,95,2,-1,0,unknown,0
377729,33,technician,married,secondary,no,1066,yes,no,cellular,25,may,514,1,-1,0,unknown,1
628822,34,management,single,tertiary,no,4,no,yes,cellular,24,jul,1439,5,-1,0,unknown,1
59621,37,blue-collar,married,primary,no,2198,no,no,unknown,16,jun,170,1,-1,0,unknown,0
37020,42,services,divorced,secondary,no,3204,no,yes,unknown,19,jun,148,2,-1,0,unknown,0
235348,29,management,single,tertiary,no,16,yes,no,unknown,28,may,122,4,-1,0,unknown,0
89055,41,technician,married,secondary,no,786,yes,yes,cellular,7,may,173,1,-1,0,unknown,0
